chrom	start	end	H1_DamID_LMNB1_rep0	H1_DamID_4xAP3_rep0	H1_TSA_LMNB1_rep1	H1_TSA_LMNB1_rep2	H1_TSA_SON_rep1	H1_TSA_SON_rep2
chr14	90325000	90350000	-3.479741	0.329634	-0.755099	-0.941599	-0.019783	0.183493
chr14	90350000	90375000	-2.849108	-0.058952	-0.609569	-0.918143	0.018524	0.015270
chr14	90375000	90400000	-2.938022	-0.151874	-0.607410	-0.722190	0.269310	0.103277
chr14	90400000	90425000	-2.289411	0.987748	-0.764497	-0.911636	0.207935	0.221122
chr14	90425000	90450000	-4.297831	-0.024823	-0.867315	-0.644646	0.414817	0.137651
chr14	90450000	90475000	-2.357302	0.690847	-0.633207	-0.793555	0.303277	-0.167797
chr14	90475000	90500000	-3.274342	-0.671920	-0.720550	-0.748603	0.413945	0.401349
chr14	90500000	90525000	-3.676580	-1.197750	-0.265040	-0.613066	0.548690	0.470582
chr14	90525000	90550000	-3.889585	0.113491	-0.756107	-0.921657	0.372650	0.193931
chr14	90550000	90575000	-4.320027	-0.427107	-0.364916	-0.626612	0.432653	0.268985
chr14	90575000	90600000	-3.378656	-0.064138	-0.592707	-0.696547	0.299885	0.239284
chr14	90600000	90625000	-3.965011	-0.089393	-0.443124	-0.717378	0.159615	0.149638
chr14	90625000	90650000	-4.530846	-0.778019	-0.645692	-0.918967	0.388681	0.323098
chr14	90650000	90675000	-3.368064	-0.133765	-0.856947	-0.933165	-0.016362	0.141089
chr14	90675000	90700000	-3.473539	0.121737	-0.839806	-0.985986	-0.139353	-0.217929
chr14	90700000	90725000	-2.815910	0.387511	-0.738627	-0.815838	-0.043897	-0.023751
chr14	90725000	90750000	-3.278083	0.081140	-0.972599	-0.995658	0.089238	0.064448
chr14	90750000	90775000	-2.166402	1.478878	-0.885859	-1.229277	0.124778	0.041638
chr14	90775000	90800000	-3.245384	-0.860703	-0.811851	-0.616628	0.379214	0.286247
chr14	90800000	90825000	-2.840675	1.014636	-0.533494	-0.657639	0.604703	0.214105
chr14	90825000	90850000	-3.062312	0.328382	-0.651822	-0.957128	0.199168	0.229573
chr14	90850000	90875000	-2.389987	-0.657467	-1.282454	-1.093602	-0.153415	-0.079470
chr14	90875000	90900000	-2.505629	-0.594647	-0.834635	-1.001008	-0.020704	-0.131835
chr14	90900000	90925000	-1.985704	0.664951	-0.860037	-1.020178	-0.217737	-0.262267
chr14	90925000	90950000	-1.634710	0.340498	-0.728811	-1.180925	-0.128187	-0.191384
chr14	90950000	90975000	-1.504097	0.049705	-0.905485	-1.068179	-0.075186	-0.146435
chr14	90975000	91000000	-1.910753	-0.316091	-1.039954	-0.874255	-0.044477	0.002061
chr14	91000000	91025000	-1.741188	-0.867261	-1.097537	-1.375248	-0.042395	-0.479831
chr14	91025000	91050000	-2.294339	-0.049959	-0.727486	-1.048677	0.043675	-0.073540
chr14	91050000	91075000	-2.438788	0.681318	-0.584585	-0.860232	0.210139	0.130598
chr14	91075000	91100000	-2.170468	-0.438219	-1.057542	-0.834720	0.377881	0.214776
chr14	91100000	91125000	-3.527188	0.128282	-0.738213	-0.636427	0.315816	0.228234
chr14	91125000	91150000	-3.660826	0.894274	-0.794792	-0.894808	0.257086	0.632494
chr14	91150000	91175000	-2.455210	0.643926	-0.795551	-0.859392	0.374299	0.308442
chr14	91175000	91200000	-2.458444	0.051843	-1.038889	-0.808451	0.513892	0.616463
chr14	91200000	91225000	-2.155372	-0.549182	-0.801810	-0.855498	0.500060	0.199270
chr14	91225000	91250000	-4.008859	-0.305782	-0.547646	-0.636230	0.505663	0.177644
chr14	91250000	91275000	-3.299734	1.039182	-0.425458	-0.837881	0.556271	0.440211
chr14	91275000	91300000	-2.815854	-0.020252	-0.909736	-0.941917	0.490183	0.534042
chr14	91300000	91325000	-3.041522	0.182856	-0.297157	-1.088955	0.629818	0.656031
chr14	91325000	91350000	-3.996092	-0.143334	-0.618623	-0.736635	0.600800	0.434715
chr14	91350000	91375000	-3.788755	0.171330	-0.862348	-0.884924	0.646124	0.666240
chr14	91375000	91400000	-3.697147	-0.209123	-0.645024	-0.713456	0.618281	0.568591
chr14	91400000	91425000	-3.157419	0.632684	-1.019667	-0.828920	0.663762	0.660184
chr14	91425000	91450000	-3.503684	0.208321	-0.961952	-0.782162	0.126798	0.136280
chr14	91450000	91475000	-2.939122	0.134658	-0.879490	-1.093602	0.306925	0.287559
chr14	91475000	91500000	-3.266182	0.354249	-1.101882	-1.113920	0.014612	0.110540
chr14	91500000	91525000	-2.657522	-0.487796	-0.885916	-1.152142	0.402658	0.432855
chr14	91525000	91550000	-2.135015	0.967221	-1.330999	-1.258880	0.148748	0.154432
chr14	91550000	91575000	-2.430159	-0.059310	-0.984843	-1.016227	0.196350	0.309932
chr14	91575000	91600000	-1.708808	0.467995	-0.897868	-1.220706	0.086432	0.045516
chr14	91600000	91625000	-1.412750	0.843893	-1.164105	-1.412782	-0.012336	-0.161383
chr14	91625000	91650000	-1.057186	1.093193	-0.633579	-0.695325	0.043364	-0.065592
chr14	91650000	91675000	-1.092762	0.177996	-0.541209	-1.362042	0.081259	-0.171785
chr14	91675000	91700000	-1.234097	-0.184085	-1.091643	-1.021028	0.071184	-0.115522
chr14	91700000	91725000	-1.000136	0.228312	-1.367283	-1.152010	-0.094763	-0.337636
chr14	91725000	91750000	-1.230290	0.317696	-1.051033	-1.275607	-0.247340	-0.135152
chr14	91750000	91775000	-1.425205	0.361736	-1.150792	-0.974075	-0.274268	0.125333
chr14	91775000	91800000	-0.576539	0.226720	-1.386450	-1.437270	0.051009	-0.257316
chr14	91800000	91825000	-1.234004	0.596868	-1.211111	-1.106222	-0.184248	-0.040824
chr14	91825000	91850000	-2.841814	-0.382004	-0.872976	-1.020469	0.143459	0.177711
chr14	91850000	91875000	-2.644893	0.441730	-0.954540	-0.941248	0.181467	0.260345
chr14	91875000	91900000	-2.935733	-0.037984	-0.831793	-1.062451	0.604590	0.302063
chr14	91900000	91925000	-2.509581	0.635348	-0.862483	-1.203187	0.291158	-0.010830
chr14	91925000	91950000	-2.611788	0.815460	-0.944195	-1.062711	0.238567	0.352839
chr14	91950000	91975000	-2.115322	-0.230025	-1.060936	-1.137350	0.063140	0.133506
chr14	91975000	92000000	-1.741370	-0.547919	-1.313721	-1.406147	-0.029849	-0.106413
chr14	92000000	92025000	-1.479820	-0.002965	-0.926356	-1.148944	-0.198635	-0.164096
chr14	92025000	92050000	-3.486201	0.255277	-1.084309	-1.069353	0.135628	0.382616
chr14	92050000	92075000	-2.406506	-0.023231	-0.993948	-1.185103	0.067296	0.355104
chr14	92075000	92100000	-2.484482	-0.284506	-1.190951	-1.302118	0.299102	0.092629
chr14	92100000	92125000	-2.661188	0.053913	-0.456675	-1.198399	0.432566	0.422793
chr14	92125000	92150000	-3.722685	-0.145160	-1.298866	-1.151932	0.164915	0.188657
chr14	92150000	92175000	-2.792440	-0.280004	-1.307351	-1.249172	0.195011	0.251957
chr14	92175000	92200000	-2.639917	0.009658	-1.179050	-1.216524	0.377881	0.064045
chr14	92200000	92225000	-2.477118	0.746172	-1.079259	-1.153049	0.163741	0.021055
chr14	92225000	92250000	-3.577779	-0.295818	-1.016993	-1.115573	0.080200	0.119640
chr14	92250000	92275000	-2.274168	-0.614355	-0.616455	-1.081727	0.300752	-0.059048
chr14	92275000	92300000	-1.951720	1.087490	-1.100089	-1.488710	0.256357	-0.087180
chr14	92300000	92325000	-2.214847	0.545970	-0.734755	-1.269060	0.148043	-0.023683
chr14	92325000	92350000	-3.094180	-0.193006	-1.093614	-1.322421	0.444642	0.140114
chr14	92350000	92375000	-2.309842	0.064495	-1.136788	-1.393635	0.270899	0.208124
chr14	92375000	92400000	-3.491765	-0.837821	-0.885539	-0.982374	0.320249	0.225316
chr14	92400000	92425000	-2.098508	0.751990	-0.893165	-1.234732	0.343059	0.173542
chr14	92425000	92450000	-2.909070	0.071920	-1.091939	-1.286982	0.210840	0.223260
chr14	92450000	92475000	-2.564923	0.010227	-0.937205	-1.014683	0.288679	0.112981
chr14	92475000	92500000	-3.471961	0.439489	-1.054168	-1.216236	0.170925	0.181568
chr14	92500000	92525000	-3.120300	0.004433	-0.696268	-1.316417	0.335548	0.555489
chr14	92525000	92550000	-2.953915	1.340821	-0.971232	-1.155541	0.357203	0.079206
chr14	92550000	92575000	-2.525553	1.844923	-0.936073	-1.035252	0.509500	0.066510
chr14	92575000	92600000	-2.668587	0.758033	-1.095218	-1.593635	0.331230	0.194279
chr14	92600000	92625000	-2.544304	0.036831	-1.003818	-1.191811	0.386844	0.012287
chr14	92625000	92650000	-3.521022	0.466665	-1.107931	-1.085422	0.429455	0.337198
chr14	92650000	92675000	-2.426467	0.797877	-1.201418	-0.904146	0.498167	0.176532
chr14	92675000	92700000	-2.572297	0.582511	-0.926795	-0.990666	0.648571	0.357725
chr14	92700000	92725000	-3.158121	0.568266	-1.023225	-1.387674	0.347014	0.253237
chr14	92725000	92750000	-3.452235	0.460605	-1.195131	-0.937541	0.322017	0.425641
chr14	92750000	92775000	-2.424448	-0.093555	-1.267006	-1.225789	0.051755	0.177021
chr14	92775000	92800000	-3.175044	0.638081	-1.306115	-1.143255	0.115030	0.257174
chr14	92800000	92825000	-2.231665	-0.226623	-1.511758	-1.626612	0.102550	0.174513
chr14	92825000	92850000	-2.673020	0.427828	-1.364916	-1.375428	0.037632	0.085756
chr14	92850000	92875000	-2.743716	0.230928	-1.049415	-1.166386	-0.010681	0.335104
chr14	92875000	92900000	-2.920648	-0.797853	-0.879490	-1.114899	0.417569	0.253532
chr14	92900000	92925000	-2.613429	-0.054940	-1.027243	-0.982756	0.300963	0.669669
chr14	92925000	92950000	-3.726441	0.614651	-0.738213	-1.155237	0.556289	0.570061
chr14	92950000	92975000	-3.564111	-0.296032	-0.959660	-0.963176	0.848616	0.533781
chr14	92975000	93000000	-3.361626	1.208129	-0.770783	-1.133572	0.568500	0.381965
chr14	93000000	93025000	-3.896679	-0.234573	-0.734541	-0.792391	0.380342	0.481446
chr14	93025000	93050000	-4.419231	0.014351	-0.756007	-0.637029	0.588161	0.600233
chr14	93050000	93075000	-4.175949	-0.845029	-0.497020	-0.953187	0.462302	0.501801
chr14	93075000	93100000	-3.665686	-0.205916	-0.772574	-1.026019	0.704250	0.544138
chr14	93100000	93125000	-4.115750	-0.606321	-0.704586	-1.002580	0.620503	0.539678
chr14	93125000	93150000	-4.013945	-0.317192	-0.853726	-1.171311	0.358552	0.251568
chr14	93150000	93175000	-2.933713	0.213387	-0.835546	-0.818503	0.295448	0.349122
chr14	93175000	93200000	-2.894926	0.431644	-1.104120	-1.216104	0.439376	0.045149
chr14	93200000	93225000	-2.807143	0.411266	-0.990773	-1.117476	0.079586	0.190740
chr14	93225000	93250000	-3.213285	-0.466163	-0.993889	-0.855284	0.275216	0.340266
chr14	93250000	93275000	-2.968635	-0.046067	-1.119541	-1.378685	-0.122660	0.070432
chr14	93275000	93300000	-2.627061	0.138757	-0.850343	-1.057247	0.101968	-0.122568
chr14	93300000	93325000	-3.269161	-0.678968	-1.116096	-1.222222	0.025555	0.240076
chr14	93325000	93350000	-3.168915	-0.575017	-1.105765	-1.251623	0.452670	-0.134691
chr14	93350000	93375000	-1.698709	0.492029	-1.133246	-0.985894	-0.075186	0.006481
chr14	93375000	93400000	-0.922368	0.429776	-1.090994	-1.188926	0.246100	-0.016779
chr14	93400000	93425000	-2.180339	-0.811207	-0.716937	-1.014244	0.077647	-0.057966
chr14	93425000	93450000	-2.205788	-0.458320	-1.304295	-1.422844	-0.090881	-0.291786
chr14	93450000	93475000	-1.762720	-0.603652	-1.059196	-1.337484	-0.087354	-0.070819
chr14	93475000	93500000	-1.641961	0.381843	-1.118956	-1.084230	0.019013	-0.180060
chr14	93500000	93525000	-1.357224	-1.159173	-1.508652	-1.430948	-0.234111	-0.335729
chr14	93525000	93550000	-2.303529	0.073412	-1.117479	-1.268719	-0.074700	-0.028546
chr14	93550000	93575000	-2.091461	-0.201322	-0.771574	-1.272975	-0.034707	0.087050
chr14	93575000	93600000	-2.434878	0.043160	-0.971232	-1.096098	0.171706	-0.106009
chr14	93600000	93625000	-1.747520	-0.021470	-1.481326	-1.253395	-0.232867	0.018069
chr14	93625000	93650000	-2.523331	0.190435	-1.038479	-1.104314	0.093903	-0.016678
chr14	93650000	93675000	-2.060096	0.165407	-1.318231	-1.506145	-0.193026	0.010025
chr14	93675000	93700000	-3.110032	-0.444074	-0.847213	-1.131404	-0.026195	0.052998
chr14	93700000	93725000	-2.661833	0.557786	-1.067117	-1.052877	0.333679	0.222210
chr14	93725000	93750000	-3.069697	0.281207	-0.792778	-0.995846	0.553969	0.257174
chr14	93750000	93775000	-2.426973	1.296488	-0.574952	-1.037018	0.584141	0.188310
chr14	93775000	93800000	-2.439838	-0.225340	-1.022747	-1.018930	0.481457	0.231754
chr14	93800000	93825000	-2.461197	0.052044	-0.892314	-1.143066	0.215254	0.332299
chr14	93825000	93850000	-3.095889	0.180158	-0.767699	-1.236449	-0.029873	0.108157
chr14	93850000	93875000	-2.625248	0.551782	-0.993948	-1.348012	0.124026	0.006097
chr14	93875000	93900000	-3.073608	-0.772546	-0.770783	-0.949768	0.240580	0.364935
chr14	93900000	93925000	-2.360568	1.137196	-0.966952	-1.249809	0.142322	0.463968
chr14	93925000	93950000	-3.521601	-0.514103	-1.152015	-0.833063	0.431829	0.232194
chr14	93950000	93975000	-3.056773	0.296016	-1.014649	-1.014014	0.247970	0.523479
chr14	93975000	94000000	-3.150139	0.680243	-0.785572	-0.778615	0.385956	0.153992
chr14	94000000	94025000	-3.301968	0.164429	-1.063914	-0.857291	0.321881	0.224318
chr14	94025000	94050000	-4.181865	0.439665	-0.712592	-0.837600	0.431094	0.378500
chr14	94050000	94075000	-2.595947	-0.023873	-1.194991	-1.162209	0.330053	0.072918
chr14	94075000	94100000	-2.373658	1.062623	-1.167615	-1.070914	0.118754	0.216735
chr14	94100000	94125000	-3.063184	0.067326	-1.103807	-0.955340	0.284057	0.023785
chr14	94125000	94150000	-2.916829	0.063695	-0.926356	-1.063295	0.099195	0.408001
chr14	94150000	94175000	-3.153129	-0.165008	-0.950509	-1.111115	0.091756	0.111823
chr14	94175000	94200000	-2.444385	-0.827095	-1.165647	-1.323543	-0.083269	-0.220234
chr14	94200000	94225000	-1.173171	0.327102	-1.561070	-1.193653	-0.161354	-0.379449
chr14	94225000	94250000	-1.085815	0.205448	-1.074837	-1.408666	-0.525999	-0.293590
chr14	94250000	94275000	-0.856159	0.742174	-1.039954	-1.314144	-0.505022	-0.296479
chr14	94275000	94300000	-1.519623	-0.660873	-1.182052	-1.143748	0.075298	-0.127239
chr14	94300000	94325000	-2.203392	-0.028564	-0.859122	-1.021028	0.054101	-0.252076
chr14	94325000	94350000	-2.051611	-0.056661	-1.380967	-1.087292	-0.074751	0.005718
chr14	94350000	94375000	-3.142223	-0.078523	-0.885539	-1.004635	0.407536	0.012814
chr14	94375000	94400000	-3.354990	-0.612641	-0.739938	-0.967338	0.354387	0.180753
chr14	94400000	94425000	-2.770887	0.895570	-1.400836	-0.958809	0.020107	-0.002203
chr14	94425000	94450000	-3.251362	0.567555	-1.087807	-1.336316	-0.237325	-0.052650
chr14	94450000	94475000	-2.264653	0.607936	-0.995949	-0.857496	-0.109699	0.058711
chr14	94475000	94500000	-2.332440	-0.622232	-0.753959	-1.126183	0.341420	0.070636
chr14	94500000	94525000	-1.977087	0.495432	-0.848057	-0.998023	0.189030	0.020316
chr14	94525000	94550000	-2.529993	0.089132	-1.204216	-1.165139	-0.158281	-0.099452
chr14	94550000	94575000	-1.833263	1.438310	-1.446074	-1.216021	0.230600	0.109855
chr14	94575000	94600000	-1.977272	0.388109	-0.809411	-1.156033	0.263702	0.099774
chr14	94600000	94625000	-1.809115	0.678161	-0.898026	-1.355066	0.281404	0.080994
chr14	94625000	94650000	-1.934616	-0.467503	-0.908344	-1.013246	0.257460	0.211294
chr14	94650000	94675000	-1.349767	1.459984	-0.984843	-1.171774	0.109619	-0.054630
chr14	94675000	94700000	-2.930753	-0.593494	-1.182052	-1.346224	0.523604	0.274440
chr14	94700000	94725000	-2.623673	0.137148	-1.057488	-1.159913	0.343235	0.060016
chr14	94725000	94750000	-2.865471	0.444627	-0.966077	-1.293486	0.374325	0.081895
chr14	94750000	94775000	-3.772663	-0.494340	-0.667985	-0.882213	0.550020	0.571571
chr14	94775000	94800000	-2.504195	-0.478298	-1.032341	-1.224241	-0.078799	0.043007
chr14	94800000	94825000	-2.029756	0.288316	-0.799762	-1.020752	0.148860	0.100531
chr14	94825000	94850000	-2.086701	0.161486	-1.023880	-0.929681	0.202713	0.084707
chr14	94850000	94875000	-1.993706	0.669202	-0.783731	-1.209180	0.140769	0.049373
chr14	94875000	94900000	-2.041952	-0.500026	-1.095808	-0.947132	0.247685	0.123670
chr14	94900000	94925000	-2.677329	0.236897	-0.531566	-1.020094	0.183294	0.207460
chr14	94925000	94950000	-2.166931	-0.935543	-0.803694	-1.191111	0.113418	-0.194776
chr14	94950000	94975000	-1.630714	1.320442	-0.858325	-1.148565	0.152597	-0.068046
chr14	94975000	95000000	-1.886463	0.493466	-1.156094	-0.987800	-0.187244	0.030195
chr14	95000000	95025000	-2.229877	0.123309	-0.899762	-0.970947	0.095137	0.062924
chr14	95025000	95050000	-2.533079	-0.062222	-0.950509	-0.911704	0.225339	0.151043
chr14	95050000	95075000	-2.482912	-0.256363	-1.086932	-0.907464	0.185707	0.219827
chr14	95075000	95100000	-2.604144	-1.370672	-1.111852	-1.188973	0.119905	-0.066587
chr14	95100000	95125000	-2.315304	-0.098431	-1.481940	-1.492311	0.063567	0.175113
chr14	95125000	95150000	-3.759198	-0.348379	-1.258001	-1.230496	0.200528	-0.003988
chr14	95150000	95175000	-1.968751	-0.010302	-1.233839	-1.223853	0.290025	-0.104186
chr14	95175000	95200000	-3.302500	0.537273	-0.784749	-1.035575	0.307455	0.261204
chr14	95200000	95225000	-3.113541	-0.097358	-0.722764	-0.936366	0.110208	0.379431
chr14	95225000	95250000	-3.247057	0.160545	-0.751842	-1.033788	0.260773	0.341830
chr14	95250000	95275000	-2.091009	-0.131788	-0.879490	-0.729298	0.320287	0.216084
chr14	95275000	95300000	-2.992797	-0.077887	-1.082849	-1.155666	0.178688	0.089013
chr14	95300000	95325000	-2.486394	-0.385920	-1.016993	-1.247024	0.321923	0.169290
chr14	95325000	95350000	-3.510403	0.565692	-1.109566	-1.272775	0.168292	0.105254
chr14	95350000	95375000	-3.160563	-0.329280	-0.614028	-1.157127	0.355816	0.240840
chr14	95375000	95400000	-2.344498	-0.997924	-0.753959	-1.141185	0.054467	0.098338
chr14	95400000	95425000	-2.740810	-0.607044	-1.062711	-1.070831	0.317200	0.092800
chr14	95425000	95450000	-3.341029	0.116368	-0.866666	-1.097588	0.309922	0.130494
chr14	95450000	95475000	-2.410172	0.755708	-0.966952	-0.836066	0.384113	0.038320
chr14	95475000	95500000	-2.581353	-0.536782	-1.195517	-1.209315	0.159739	0.247521
chr14	95500000	95525000	-3.070983	0.477206	-0.776396	-1.262124	0.077461	0.185345
chr14	95525000	95550000	-4.148836	0.219027	-1.207677	-1.220882	0.413945	0.051098
chr14	95550000	95575000	-3.260975	-0.351766	-1.135144	-1.230684	0.212838	0.348946
chr14	95575000	95600000	-2.696692	0.675602	-1.036118	-1.071644	0.227688	0.062053
chr14	95600000	95625000	-3.463050	-0.188101	-0.935343	-1.011530	0.289200	0.281104
chr14	95625000	95650000	-3.937943	-0.389203	-1.093358	-1.082991	0.207513	0.065675
chr14	95650000	95675000	-3.994169	-0.140053	-0.866890	-0.995846	0.650687	0.179775
chr14	95675000	95700000	-3.857871	-0.320867	-0.797806	-0.968919	0.396055	0.331144
chr14	95700000	95725000	-2.894700	-0.456614	-0.819783	-1.328707	0.344133	0.128412
chr14	95725000	95750000	-3.397738	0.610850	-0.949879	-0.923176	0.185801	0.029852
chr14	95750000	95775000	-3.225667	-0.040939	-1.127417	-0.914415	0.310267	-0.052459
chr14	95775000	95800000	-2.528051	-0.398713	-0.715991	-1.389969	-0.053598	0.007719
chr14	95800000	95825000	-2.706051	0.096142	-1.067117	-1.301126	0.325647	0.070411
chr14	95825000	95850000	-3.904667	0.031907	-0.731391	-1.234896	0.071289	0.151821
chr14	95850000	95875000	-3.739900	0.779420	-0.814037	-1.179442	0.110208	0.249233
chr14	95875000	95900000	-4.446229	-0.608578	-0.958633	-1.018413	0.496132	0.297978
chr14	95900000	95925000	-3.731316	-0.130833	-0.792027	-1.127743	0.380389	0.155271
chr14	95925000	95950000	-4.530484	-0.239103	-0.734541	-0.954845	0.485201	0.331409
chr14	95950000	95975000	-3.737671	-0.918186	-0.791359	-1.058928	0.393217	0.234579
chr14	95975000	96000000	-3.276013	0.349942	-0.879490	-1.108628	0.465340	0.336360
chr14	96000000	96025000	-2.328312	0.573050	-1.170869	-1.372985	-0.035346	0.026575
chr14	96025000	96050000	-3.627101	0.597777	-1.282845	-1.035336	0.393861	0.044694
chr14	96050000	96075000	-3.385136	0.108429	-0.581492	-1.044603	0.478319	0.140723
chr14	96075000	96100000	-3.900504	-0.275972	-0.797027	-1.128064	0.193562	0.271454
chr14	96100000	96125000	-2.553806	1.422208	-1.247393	-0.988573	0.185166	0.385008
chr14	96125000	96150000	-2.527884	-0.156954	-1.168320	-1.318146	0.084929	-0.077045
chr14	96150000	96175000	-2.746686	0.758588	-0.784209	-1.286709	0.328423	0.100038
chr14	96175000	96200000	-3.083224	0.470362	-0.787859	-0.780183	0.347505	0.177139
chr14	96200000	96225000	-2.826241	0.316250	-0.853726	-0.944852	0.190769	0.146346
chr14	96225000	96250000	-2.962157	-0.085360	-0.856406	-1.022304	0.042879	0.141767
chr14	96250000	96275000	-3.310174	0.190127	-0.885539	-1.143125	0.295375	0.238152
chr14	96275000	96300000	-2.442347	-0.173440	-1.006247	-1.280616	0.043313	0.022792
chr14	96300000	96325000	-1.347132	0.547028	-1.409311	-1.530814	-0.035823	-0.040824
chr14	96325000	96350000	-2.996095	0.017921	-1.181145	-1.282522	-0.118190	0.050029
chr14	96350000	96375000	-2.683583	-0.172365	-1.234446	-1.096452	0.084186	0.077357
chr14	96375000	96400000	-2.862851	-0.239068	-1.226292	-1.216191	0.083971	0.033469
chr14	96400000	96425000	-2.645592	0.424033	-0.840670	-1.027711	0.283354	0.190501
chr14	96425000	96450000	-2.841131	-0.149732	-0.827022	-1.011148	0.006734	0.048181
chr14	96450000	96475000	-2.513257	-0.724375	-0.850343	-1.035725	0.198935	0.161755
chr14	96475000	96500000	-2.500822	-0.401244	-0.964152	-1.073220	0.214321	0.016007
chr14	96500000	96525000	-3.410481	-0.042609	-0.457363	-1.032605	0.336145	0.286247
chr14	96525000	96550000	-3.304257	-0.476022	-1.071185	-1.426148	-0.118650	-0.098927
chr14	96550000	96575000	-2.683307	-1.108858	-1.164892	-1.151932	-0.109260	0.028946
chr14	96575000	96600000	-3.218587	-0.690850	-0.571367	-0.581603	0.255459	0.195130
chr14	96600000	96625000	-1.852813	0.318026	-0.659582	-0.783262	0.109596	0.201148
chr14	96625000	96650000	-1.788575	0.174974	-0.789479	-0.840156	-0.059073	-0.084078
chr14	96650000	96675000	-2.589634	0.268568	-0.924577	-1.112989	-0.183722	0.196616
chr14	96675000	96700000	-2.030089	0.495350	-0.710253	-0.930004	0.169301	0.185946
chr14	96700000	96725000	-1.953801	-0.310230	-0.563462	-0.887737	0.294325	0.151821
chr14	96725000	96750000	-2.866485	0.322506	-0.772574	-1.028711	0.160239	-0.121961
chr14	96750000	96775000	-1.209875	1.111905	-0.562817	-0.740194	0.081720	0.134618
chr14	96775000	96800000	-2.026207	0.556661	-0.806733	-0.780235	0.007444	-0.066937
chr14	96800000	96825000	-1.938552	-0.047396	-0.691705	-0.930674	0.065079	-0.083680
chr14	96825000	96850000	-1.562111	0.490554	-0.885749	-1.077992	-0.223966	-0.117108
chr14	96850000	96875000	-1.635941	-0.253485	-0.867517	-0.954465	-0.292116	-0.279273
chr14	96875000	96900000	-1.394951	-0.256904	-0.908287	-0.829865	-0.202118	0.134460
chr14	96900000	96925000	-1.613713	1.052816	-0.531566	-0.896032	0.125413	0.030142
chr14	96925000	96950000	-1.372980	0.223503	-0.641330	-0.534131	0.323803	0.157819
chr14	96950000	96975000	-1.142391	0.063697	-0.724767	-0.769766	0.069765	-0.330980
chr14	96975000	97000000	-0.617700	0.493860	-0.508652	-0.785085	0.265438	-0.209096
chr14	97000000	97025000	-1.192072	1.480570	-0.618673	-0.740896	0.043214	0.035124
chr14	97025000	97050000	-2.386308	-0.313876	-0.296725	-0.612304	0.252806	-0.127910
chr14	97050000	97075000	-0.925969	0.104763	-0.449055	-0.672255	0.235163	-0.069971
chr14	97075000	97100000	-0.409952	0.297607	-0.573987	-0.712342	-0.051171	-0.120995
chr14	97100000	97125000	-1.154423	0.420220	-0.562460	-0.593445	-0.186431	0.000795
chr14	97125000	97150000	-1.131122	0.257310	-0.329145	-0.548610	-0.004929	0.114970
chr14	97150000	97175000	-0.869300	0.302010	-0.475259	-0.404220	0.054750	-0.074144
chr14	97175000	97200000	-0.468153	-0.137531	-0.795658	-0.421868	0.055744	-0.127536
chr14	97200000	97225000	-1.295487	0.346562	-0.543062	-0.079452	-0.009351	-0.198889
chr14	97225000	97250000	-0.140722	0.153784	-0.556195	-0.834798	-0.170343	-0.275688
chr14	97250000	97275000	-0.744857	-0.284460	-0.627682	-0.379755	-0.133563	-0.101260
chr14	97275000	97300000	-1.150476	-0.691971	-0.606039	-0.653664	-0.018249	-0.028169
chr14	97300000	97325000	-0.148921	0.075330	-0.381990	-0.480392	-0.124828	0.153614
chr14	97325000	97350000	0.265321	-0.054057	-0.226221	-0.453627	-0.201806	0.064018
chr14	97350000	97375000	-1.202919	-0.526672	-0.092150	-0.478859	-0.153924	0.010575
chr14	97375000	97400000	-1.828585	0.173363	-0.029981	-0.573337	0.120191	0.330114
chr14	97400000	97425000	-2.380739	-0.085591	-0.325289	-0.431540	-0.116808	0.125954
chr14	97425000	97450000	-0.463307	0.251856	-0.397957	-0.365960	0.005528	-0.114141
chr14	97450000	97475000	0.319278	0.530799	-0.396765	-0.257213	0.134602	-0.082047
chr14	97475000	97500000	0.480186	-0.108092	-0.351358	-0.352337	-0.072265	-0.222345
chr14	97500000	97525000	0.568442	0.694300	-0.377395	-0.290430	-0.159706	-0.066359
chr14	97525000	97550000	0.465114	0.897940	-0.141265	-0.182248	0.096582	0.006929
chr14	97550000	97575000	-0.160813	0.275937	-0.339716	-0.384457	-0.088740	-0.111214
chr14	97575000	97600000	0.316054	0.670209	-0.505094	-0.544150	-0.334581	-0.302691
chr14	97600000	97625000	0.296819	-0.160359	-0.523346	-0.440354	-0.135359	-0.412080
chr14	97625000	97650000	-1.150084	-0.358193	-0.399746	-0.363578	-0.129922	0.137677
chr14	97650000	97675000	0.200103	0.079917	-0.430359	-0.207823	0.181316	-0.199254
chr14	97675000	97700000	-0.415830	-0.690205	-0.292228	-0.231128	0.087144	-0.275980
chr14	97700000	97725000	-1.216040	-0.604251	-0.320522	-0.225407	-0.278306	0.230686
chr14	97725000	97750000	-0.091738	-0.918327	-0.014717	-0.636135	-0.323374	-0.254693
chr14	97750000	97775000	0.535496	-0.324487	-0.037554	-0.361191	0.011113	0.099874
chr14	97775000	97800000	0.366898	0.645140	-0.085940	-0.278689	0.073935	-0.109211
chr14	97800000	97825000	0.506746	-0.297411	-0.081123	-0.465650	-0.163147	0.119640
chr14	97825000	97850000	0.193741	-0.001682	-0.189830	-0.156033	0.009811	0.037564
chr14	97850000	97875000	0.399205	-0.714173	-0.115235	-0.167658	-0.023157	0.079470
